mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,32.0,82.0,0.39,7.0,32.0,0.219,17.0,19.0,0.895,15.0,38.0,53.0,19.0,6.0,6.0,26.0,19.0,88.0,,,0.487,0.433,0.39,0.232,32.6,77.6,55.8,59.4,6.1,12.2,22.3,100.0,89.2,107.4,,,6.0,14.0,0.667,3.0,9.0,0.5,6.0,6.0,1.0,4.0,7.0,11.0,5.0,2.0,3.0,7.0,5.0,16.0,12.8,8.0,0.833,0.833,0.857,0.667,15.3,24.9,20.2,32.8,4.6,10.7,43.6,31.5,128.0,114.0,UTA,88,1,0,240.0,240.0,38.0,92.0,0.413,12.0,43.0,0.279,18.0,23.0,0.783,11.0,31.0,42.0,25.0,17.0,7.0,11.0,17.0,106.0,,,0.519,0.478,0.467,0.25,22.4,67.4,44.2,65.8,17.2,14.0,9.7,100.0,107.4,89.2,,,9.0,20.0,0.8,4.0,13.0,0.5,6.0,7.0,1.0,2.0,7.0,9.0,10.0,5.0,5.0,3.0,4.0,25.0,27.3,43.0,0.919,0.9,1.0,0.8,9.4,22.6,13.6,100.0,8.8,14.3,50.0,31.1,232.0,105.0,SAS,106,0,2025,2024-10-31,False
240.0,240.0,43.0,89.0,0.483,11.0,33.0,0.333,26.0,30.0,0.867,10.0,41.0,51.0,28.0,9.0,4.0,14.0,21.0,123.0,,,0.602,0.545,0.371,0.337,23.8,83.7,56.0,65.1,8.7,9.5,12.0,100.0,119.1,111.3,,,11.0,16.0,0.8,4.0,8.0,1.0,8.0,10.0,1.0,3.0,11.0,14.0,6.0,4.0,1.0,6.0,6.0,31.0,24.8,21.0,1.02,1.0,0.857,0.625,10.3,32.5,22.3,26.2,5.0,5.9,24.4,27.4,206.0,118.0,SAC,123,0,1,240.0,240.0,41.0,92.0,0.446,19.0,50.0,0.38,14.0,18.0,0.778,8.0,32.0,40.0,30.0,8.0,4.0,13.0,22.0,115.0,,,0.575,0.549,0.543,0.196,16.3,76.2,44.0,73.2,7.7,7.1,11.5,100.0,111.3,119.1,,,8.0,21.0,0.8,7.0,13.0,0.538,6.0,7.0,1.0,3.0,8.0,10.0,12.0,2.0,1.0,5.0,4.0,25.0,18.9,7.0,0.814,0.8,0.889,0.8,25.8,33.5,20.8,42.7,3.4,4.5,33.3,33.6,171.0,126.0,ATL,115,1,2025,2024-11-01,True
240.0,240.0,41.0,92.0,0.446,19.0,50.0,0.38,14.0,18.0,0.778,8.0,32.0,40.0,30.0,8.0,4.0,13.0,22.0,115.0,,,0.575,0.549,0.543,0.196,16.3,76.2,44.0,73.2,7.7,7.1,11.5,100.0,111.3,119.1,,,8.0,21.0,0.8,7.0,13.0,0.538,6.0,7.0,1.0,3.0,8.0,10.0,12.0,2.0,1.0,5.0,4.0,25.0,18.9,7.0,0.814,0.8,0.889,0.8,25.8,33.5,20.8,42.7,3.4,4.5,33.3,33.6,171.0,126.0,ATL,115,1,0,240.0,240.0,43.0,89.0,0.483,11.0,33.0,0.333,26.0,30.0,0.867,10.0,41.0,51.0,28.0,9.0,4.0,14.0,21.0,123.0,,,0.602,0.545,0.371,0.337,23.8,83.7,56.0,65.1,8.7,9.5,12.0,100.0,119.1,111.3,,,11.0,16.0,0.8,4.0,8.0,1.0,8.0,10.0,1.0,3.0,11.0,14.0,6.0,4.0,1.0,6.0,6.0,31.0,24.8,21.0,1.02,1.0,0.857,0.625,10.3,32.5,22.3,26.2,5.0,5.9,24.4,27.4,206.0,118.0,SAC,123,0,2025,2024-11-01,False
240.0,240.0,38.0,88.0,0.432,17.0,44.0,0.386,19.0,24.0,0.792,10.0,34.0,44.0,24.0,5.0,3.0,16.0,15.0,112.0,,,0.568,0.528,0.5,0.273,21.3,79.1,48.9,63.2,4.9,5.2,14.0,100.0,110.7,118.6,,,10.0,17.0,0.909,5.0,9.0,0.75,5.0,5.0,1.0,3.0,8.0,11.0,8.0,2.0,1.0,4.0,4.0,28.0,32.6,4.0,1.061,1.045,1.0,1.0,9.2,32.9,19.6,37.3,2.8,6.1,25.3,28.6,218.0,125.0,CHI,112,0,1,240.0,240.0,49.0,94.0,0.521,11.0,36.0,0.306,11.0,13.0,0.846,9.0,37.0,46.0,34.0,11.0,6.0,11.0,20.0,120.0,,,0.602,0.58,0.383,0.138,20.9,78.7,51.1,69.4,10.9,13.6,9.9,100.0,118.6,110.7,,,11.0,23.0,0.833,4.0,11.0,1.0,6.0,7.0,1.0,4.0,8.0,9.0,11.0,3.0,2.0,3.0,5.0,32.0,21.3,8.0,1.0,1.0,0.636,1.0,18.2,34.8,19.6,49.8,5.4,14.4,37.5,38.3,185.0,118.0,BRK,120,1,2025,2024-11-01,False
240.0,240.0,49.0,94.0,0.521,11.0,36.0,0.306,11.0,13.0,0.846,9.0,37.0,46.0,34.0,11.0,6.0,11.0,20.0,120.0,,,0.602,0.58,0.383,0.138,20.9,78.7,51.1,69.4,10.9,13.6,9.9,100.0,118.6,110.7,,,11.0,23.0,0.833,4.0,11.0,1.0,6.0,7.0,1.0,4.0,8.0,9.0,11.0,3.0,2.0,3.0,5.0,32.0,21.3,8.0,1.0,1.0,0.636,1.0,18.2,34.8,19.6,49.8,5.4,14.4,37.5,38.3,185.0,118.0,BRK,120,1,0,240.0,240.0,38.0,88.0,0.432,17.0,44.0,0.386,19.0,24.0,0.792,10.0,34.0,44.0,24.0,5.0,3.0,16.0,15.0,112.0,,,0.568,0.528,0.5,0.273,21.3,79.1,48.9,63.2,4.9,5.2,14.0,100.0,110.7,118.6,,,10.0,17.0,0.909,5.0,9.0,0.75,5.0,5.0,1.0,3.0,8.0,11.0,8.0,2.0,1.0,4.0,4.0,28.0,32.6,4.0,1.061,1.045,1.0,1.0,9.2,32.9,19.6,37.3,2.8,6.1,25.3,28.6,218.0,125.0,CHI,112,0,2025,2024-11-01,True
240.0,240.0,41.0,86.0,0.477,13.0,42.0,0.31,29.0,35.0,0.829,11.0,30.0,41.0,21.0,12.0,5.0,10.0,13.0,124.0,,,0.611,0.552,0.488,0.407,26.8,71.4,49.4,51.2,12.4,11.6,9.0,100.0,127.9,112.4,,,9.0,19.0,1.0,3.0,10.0,0.667,11.0,13.0,1.0,4.0,10.0,11.0,5.0,5.0,2.0,5.0,4.0,32.0,25.6,20.0,1.0,1.0,1.0,1.0,19.1,32.1,17.9,21.6,8.9,9.5,25.0,35.9,190.0,125.0,BOS,124,0,1,240.0,240.0,42.0,91.0,0.462,19.0,48.0,0.396,6.0,12.0,0.5,12.0,30.0,42.0,20.0,5.0,5.0,16.0,26.0,109.0,,,0.566,0.566,0.527,0.132,28.6,73.2,50.6,47.6,5.2,11.4,14.3,100.0,112.4,127.9,,,12.0,25.0,1.0,5.0,14.0,1.0,2.0,3.0,0.667,6.0,7.0,7.0,5.0,1.0,2.0,4.0,6.0,31.0,17.2,4.0,1.333,1.333,1.0,2.0,43.4,30.8,25.6,31.6,2.7,14.0,34.7,41.6,267.0,134.0,CHO,109,1,2025,2024-11-01,True
240.0,240.0,42.0,91.0,0.462,19.0,48.0,0.396,6.0,12.0,0.5,12.0,30.0,42.0,20.0,5.0,5.0,16.0,26.0,109.0,,,0.566,0.566,0.527,0.132,28.6,73.2,50.6,47.6,5.2,11.4,14.3,100.0,112.4,127.9,,,12.0,25.0,1.0,5.0,14.0,1.0,2.0,3.0,0.667,6.0,7.0,7.0,5.0,1.0,2.0,4.0,6.0,31.0,17.2,4.0,1.333,1.333,1.0,2.0,43.4,30.8,25.6,31.6,2.7,14.0,34.7,41.6,267.0,134.0,CHO,109,1,0,240.0,240.0,41.0,86.0,0.477,13.0,42.0,0.31,29.0,35.0,0.829,11.0,30.0,41.0,21.0,12.0,5.0,10.0,13.0,124.0,,,0.611,0.552,0.488,0.407,26.8,71.4,49.4,51.2,12.4,11.6,9.0,100.0,127.9,112.4,,,9.0,19.0,1.0,3.0,10.0,0.667,11.0,13.0,1.0,4.0,10.0,11.0,5.0,5.0,2.0,5.0,4.0,32.0,25.6,20.0,1.0,1.0,1.0,1.0,19.1,32.1,17.9,21.6,8.9,9.5,25.0,35.9,190.0,125.0,BOS,124,0,2025,2024-11-01,False
240.0,240.0,41.0,90.0,0.456,11.0,33.0,0.333,16.0,24.0,0.667,7.0,32.0,39.0,26.0,10.0,4.0,14.0,17.0,109.0,,,0.542,0.517,0.367,0.267,14.3,82.1,44.3,63.4,9.7,8.2,12.2,100.0,105.9,116.6,,,10.0,20.0,1.0,3.0,7.0,1.0,7.0,8.0,1.0,2.0,7.0,8.0,7.0,3.0,1.0,4.0,3.0,28.0,25.2,7.0,1.5,1.5,1.0,0.778,11.8,29.8,14.5,79.0,5.6,23.7,20.0,33.9,273.0,126.0,ORL,109,0,1,240.0,240.0,44.0,87.0,0.506,15.0,38.0,0.395,17.0,20.0,0.85,7.0,42.0,49.0,25.0,6.0,4.0,13.0,21.0,120.0,,,0.626,0.592,0.437,0.23,17.9,85.7,55.7,56.8,5.8,7.0,11.9,100.0,116.6,105.9,,,9.0,16.0,1.0,3.0,9.0,0.667,6.0,6.0,1.0,2.0,11.0,12.0,7.0,2.0,1.0,3.0,5.0,25.0,17.8,18.0,1.064,1.0,1.0,2.0,31.0,36.2,27.5,75.9,4.4,21.2,40.0,33.7,227.0,112.0,CLE,120,1,2025,2024-11-01,False
240.0,240.0,44.0,87.0,0.506,15.0,38.0,0.395,17.0,20.0,0.85,7.0,42.0,49.0,25.0,6.0,4.0,13.0,21.0,120.0,,,0.626,0.592,0.437,0.23,17.9,85.7,55.7,56.8,5.8,7.0,11.9,100.0,116.6,105.9,,,9.0,16.0,1.0,3.0,9.0,0.667,6.0,6.0,1.0,2.0,11.0,12.0,7.0,2.0,1.0,3.0,5.0,25.0,17.8,18.0,1.064,1.0,1.0,2.0,31.0,36.2,27.5,75.9,4.4,21.2,40.0,33.7,227.0,112.0,CLE,120,1,0,240.0,240.0,41.0,90.0,0.456,11.0,33.0,0.333,16.0,24.0,0.667,7.0,32.0,39.0,26.0,10.0,4.0,14.0,17.0,109.0,,,0.542,0.517,0.367,0.267,14.3,82.1,44.3,63.4,9.7,8.2,12.2,100.0,105.9,116.6,,,10.0,20.0,1.0,3.0,7.0,1.0,7.0,8.0,1.0,2.0,7.0,8.0,7.0,3.0,1.0,4.0,3.0,28.0,25.2,7.0,1.5,1.5,1.0,0.778,11.8,29.8,14.5,79.0,5.6,23.7,20.0,33.9,273.0,126.0,ORL,109,0,2025,2024-11-01,True
240.0,240.0,52.0,101.0,0.515,18.0,38.0,0.474,6.0,10.0,0.6,12.0,33.0,45.0,31.0,16.0,3.0,10.0,14.0,128.0,,,0.607,0.604,0.376,0.099,27.3,84.6,54.2,59.6,16.0,6.4,8.7,100.0,128.1,98.0,,,14.0,22.0,1.0,6.0,8.0,0.75,2.0,4.0,1.0,3.0,8.0,11.0,7.0,4.0,1.0,3.0,3.0,36.0,28.4,31.0,1.0,1.0,0.667,0.182,20.0,35.8,23.2,32.2,9.4,6.2,100.0,34.9,210.0,108.0,NYK,128,0,1,240.0,240.0,41.0,81.0,0.506,11.0,34.0,0.324,5.0,7.0,0.714,6.0,32.0,38.0,23.0,6.0,9.0,22.0,12.0,98.0,,,0.583,0.574,0.42,0.086,15.4,72.7,45.8,56.1,6.0,14.3,20.7,100.0,98.0,128.1,,,10.0,19.0,1.0,2.0,7.0,0.5,2.0,2.0,1.0,2.0,8.0,8.0,6.0,1.0,3.0,4.0,2.0,22.0,18.0,12.0,1.0,1.0,1.0,1.0,16.4,35.7,22.1,34.5,6.4,20.4,51.0,32.9,119.0,137.0,DET,98,1,2025,2024-11-01,True
240.0,240.0,41.0,81.0,0.506,11.0,34.0,0.324,5.0,7.0,0.714,6.0,32.0,38.0,23.0,6.0,9.0,22.0,12.0,98.0,,,0.583,0.574,0.42,0.086,15.4,72.7,45.8,56.1,6.0,14.3,20.7,100.0,98.0,128.1,,,10.0,19.0,1.0,2.0,7.0,0.5,2.0,2.0,1.0,2.0,8.0,8.0,6.0,1.0,3.0,4.0,2.0,22.0,18.0,12.0,1.0,1.0,1.0,1.0,16.4,35.7,22.1,34.5,6.4,20.4,51.0,32.9,119.0,137.0,DET,98,1,0,240.0,240.0,52.0,101.0,0.515,18.0,38.0,0.474,6.0,10.0,0.6,12.0,33.0,45.0,31.0,16.0,3.0,10.0,14.0,128.0,,,0.607,0.604,0.376,0.099,27.3,84.6,54.2,59.6,16.0,6.4,8.7,100.0,128.1,98.0,,,14.0,22.0,1.0,6.0,8.0,0.75,2.0,4.0,1.0,3.0,8.0,11.0,7.0,4.0,1.0,3.0,3.0,36.0,28.4,31.0,1.0,1.0,0.667,0.182,20.0,35.8,23.2,32.2,9.4,6.2,100.0,34.9,210.0,108.0,NYK,128,0,2025,2024-11-01,False
240.0,240.0,41.0,92.0,0.446,11.0,32.0,0.344,23.0,29.0,0.793,17.0,29.0,46.0,30.0,11.0,2.0,15.0,18.0,116.0,,,0.554,0.505,0.348,0.315,36.2,78.4,54.8,73.2,11.2,4.9,12.5,100.0,117.9,120.9,,,11.0,18.0,1.0,5.0,7.0,0.714,8.0,10.0,1.0,4.0,7.0,11.0,13.0,3.0,1.0,4.0,5.0,31.0,30.1,13.0,1.0,1.0,0.667,0.75,43.3,23.9,24.2,50.2,3.9,4.6,29.1,25.5,200.0,130.0,DEN,116,0,1,240.0,240.0,43.0,83.0,0.518,18.0,42.0,0.429,15.0,18.0,0.833,8.0,30.0,38.0,34.0,8.0,9.0,17.0,22.0,119.0,,,0.654,0.627,0.506,0.217,21.6,63.8,45.2,79.1,8.1,15.0,15.8,100.0,120.9,117.9,,,11.0,23.0,0.7,7.0,14.0,0.5,5.0,5.0,1.0,4.0,10.0,14.0,7.0,3.0,3.0,3.0,5.0,29.0,20.6,27.0,0.766,0.75,1.0,0.571,28.5,28.7,22.2,29.5,6.2,10.2,100.0,29.0,147.0,129.0,MIN,119,1,2025,2024-11-01,False
240.0,240.0,43.0,83.0,0.518,18.0,42.0,0.429,15.0,18.0,0.833,8.0,30.0,38.0,34.0,8.0,9.0,17.0,22.0,119.0,,,0.654,0.627,0.506,0.217,21.6,63.8,45.2,79.1,8.1,15.0,15.8,100.0,120.9,117.9,,,11.0,23.0,0.7,7.0,14.0,0.5,5.0,5.0,1.0,4.0,10.0,14.0,7.0,3.0,3.0,3.0,5.0,29.0,20.6,27.0,0.766,0.75,1.0,0.571,28.5,28.7,22.2,29.5,6.2,10.2,100.0,29.0,147.0,129.0,MIN,119,1,0,240.0,240.0,41.0,92.0,0.446,11.0,32.0,0.344,23.0,29.0,0.793,17.0,29.0,46.0,30.0,11.0,2.0,15.0,18.0,116.0,,,0.554,0.505,0.348,0.315,36.2,78.4,54.8,73.2,11.2,4.9,12.5,100.0,117.9,120.9,,,11.0,18.0,1.0,5.0,7.0,0.714,8.0,10.0,1.0,4.0,7.0,11.0,13.0,3.0,1.0,4.0,5.0,31.0,30.1,13.0,1.0,1.0,0.667,0.75,43.3,23.9,24.2,50.2,3.9,4.6,29.1,25.5,200.0,130.0,DEN,116,0,2025,2024-11-01,True
240.0,240.0,46.0,89.0,0.517,16.0,38.0,0.421,10.0,13.0,0.769,6.0,33.0,39.0,35.0,3.0,3.0,14.0,21.0,118.0,,,0.623,0.607,0.427,0.146,16.2,68.8,45.9,76.1,3.0,4.3,12.9,100.0,118.0,125.0,,,7.0,15.0,1.0,6.0,11.0,1.0,6.0,6.0,1.0,2.0,8.0,8.0,11.0,1.0,1.0,4.0,6.0,20.0,15.6,7.0,1.2,1.2,0.917,0.75,9.6,51.3,29.0,56.6,3.6,4.4,25.0,26.3,166.0,131.0,IND,118,0,1,240.0,240.0,49.0,101.0,0.485,12.0,31.0,0.387,15.0,19.0,0.789,15.0,31.0,46.0,28.0,8.0,4.0,8.0,15.0,125.0,,,0.572,0.545,0.307,0.188,31.3,83.8,54.1,57.1,8.0,7.8,6.8,100.0,125.0,118.0,,,14.0,25.0,0.75,3.0,8.0,1.0,7.0,8.0,1.0,6.0,5.0,10.0,10.0,2.0,2.0,3.0,4.0,34.0,31.4,17.0,0.875,0.875,0.5,0.471,34.9,29.4,21.6,42.2,4.2,5.3,20.0,32.8,174.0,125.0,NOP,125,1,2025,2024-11-01,False
240.0,240.0,49.0,101.0,0.485,12.0,31.0,0.387,15.0,19.0,0.789,15.0,31.0,46.0,28.0,8.0,4.0,8.0,15.0,125.0,,,0.572,0.545,0.307,0.188,31.3,83.8,54.1,57.1,8.0,7.8,6.8,100.0,125.0,118.0,,,14.0,25.0,0.75,3.0,8.0,1.0,7.0,8.0,1.0,6.0,5.0,10.0,10.0,2.0,2.0,3.0,4.0,34.0,31.4,17.0,0.875,0.875,0.5,0.471,34.9,29.4,21.6,42.2,4.2,5.3,20.0,32.8,174.0,125.0,NOP,125,1,0,240.0,240.0,46.0,89.0,0.517,16.0,38.0,0.421,10.0,13.0,0.769,6.0,33.0,39.0,35.0,3.0,3.0,14.0,21.0,118.0,,,0.623,0.607,0.427,0.146,16.2,68.8,45.9,76.1,3.0,4.3,12.9,100.0,118.0,125.0,,,7.0,15.0,1.0,6.0,11.0,1.0,6.0,6.0,1.0,2.0,8.0,8.0,11.0,1.0,1.0,4.0,6.0,20.0,15.6,7.0,1.2,1.2,0.917,0.75,9.6,51.3,29.0,56.6,3.6,4.4,25.0,26.3,166.0,131.0,IND,118,0,2025,2024-11-01,True
240.0,240.0,51.0,95.0,0.537,19.0,49.0,0.388,16.0,19.0,0.842,14.0,31.0,45.0,31.0,14.0,9.0,13.0,29.0,137.0,,,0.663,0.637,0.516,0.2,35.9,73.8,55.6,60.8,13.9,18.8,11.2,100.0,136.5,113.6,,,12.0,18.0,0.714,4.0,8.0,0.667,5.0,6.0,1.0,4.0,6.0,8.0,6.0,4.0,5.0,3.0,4.0,30.0,26.1,25.0,0.929,0.929,0.889,2.0,35.3,24.2,20.7,33.0,7.5,27.2,29.6,34.4,172.0,125.0,OKC,137,0,1,240.0,240.0,39.0,83.0,0.47,15.0,35.0,0.429,21.0,31.0,0.677,11.0,25.0,36.0,27.0,8.0,5.0,19.0,17.0,114.0,,,0.59,0.56,0.422,0.373,26.2,64.1,44.4,69.2,8.0,10.9,16.4,100.0,113.6,136.5,,,7.0,11.0,1.0,4.0,7.0,0.6,6.0,7.0,1.0,3.0,4.0,7.0,6.0,2.0,1.0,6.0,3.0,17.0,12.8,5.0,0.905,1.0,1.0,2.333,27.4,39.3,33.1,66.4,4.4,11.3,36.5,36.3,145.0,146.0,POR,114,1,2025,2024-11-01,True
240.0,240.0,39.0,83.0,0.47,15.0,35.0,0.429,21.0,31.0,0.677,11.0,25.0,36.0,27.0,8.0,5.0,19.0,17.0,114.0,,,0.59,0.56,0.422,0.373,26.2,64.1,44.4,69.2,8.0,10.9,16.4,100.0,113.6,136.5,,,7.0,11.0,1.0,4.0,7.0,0.6,6.0,7.0,1.0,3.0,4.0,7.0,6.0,2.0,1.0,6.0,3.0,17.0,12.8,5.0,0.905,1.0,1.0,2.333,27.4,39.3,33.1,66.4,4.4,11.3,36.5,36.3,145.0,146.0,POR,114,1,0,240.0,240.0,51.0,95.0,0.537,19.0,49.0,0.388,16.0,19.0,0.842,14.0,31.0,45.0,31.0,14.0,9.0,13.0,29.0,137.0,,,0.663,0.637,0.516,0.2,35.9,73.8,55.6,60.8,13.9,18.8,11.2,100.0,136.5,113.6,,,12.0,18.0,0.714,4.0,8.0,0.667,5.0,6.0,1.0,4.0,6.0,8.0,6.0,4.0,5.0,3.0,4.0,30.0,26.1,25.0,0.929,0.929,0.889,2.0,35.3,24.2,20.7,33.0,7.5,27.2,29.6,34.4,172.0,125.0,OKC,137,0,2025,2024-11-01,False
240.0,240.0,42.0,88.0,0.477,11.0,32.0,0.344,36.0,41.0,0.878,9.0,34.0,43.0,29.0,6.0,5.0,10.0,17.0,131.0,,,0.618,0.54,0.364,0.466,23.7,69.4,49.4,69.0,5.8,6.9,8.6,100.0,126.0,120.2,,,14.0,20.0,1.0,5.0,8.0,0.625,12.0,14.0,1.0,3.0,10.0,11.0,10.0,3.0,2.0,3.0,4.0,38.0,35.7,14.0,1.094,1.0,0.667,5.0,25.2,27.4,22.0,44.0,3.9,8.9,38.5,32.2,227.0,128.0,LAL,131,0,1,240.0,240.0,52.0,107.0,0.486,10.0,35.0,0.286,11.0,13.0,0.846,15.0,29.0,44.0,35.0,4.0,6.0,11.0,29.0,125.0,,,0.554,0.533,0.327,0.121,30.6,76.3,50.6,67.3,3.8,10.7,8.9,100.0,120.2,126.0,,,14.0,26.0,0.643,5.0,11.0,0.6,3.0,4.0,1.0,6.0,6.0,12.0,12.0,2.0,3.0,4.0,5.0,33.0,28.3,7.0,0.721,0.705,0.667,0.667,18.7,23.1,18.9,58.7,4.4,7.3,25.0,33.2,137.0,133.0,TOR,125,1,2025,2024-11-01,True
240.0,240.0,52.0,107.0,0.486,10.0,35.0,0.286,11.0,13.0,0.846,15.0,29.0,44.0,35.0,4.0,6.0,11.0,29.0,125.0,,,0.554,0.533,0.327,0.121,30.6,76.3,50.6,67.3,3.8,10.7,8.9,100.0,120.2,126.0,,,14.0,26.0,0.643,5.0,11.0,0.6,3.0,4.0,1.0,6.0,6.0,12.0,12.0,2.0,3.0,4.0,5.0,33.0,28.3,7.0,0.721,0.705,0.667,0.667,18.7,23.1,18.9,58.7,4.4,7.3,25.0,33.2,137.0,133.0,TOR,125,1,0,240.0,240.0,42.0,88.0,0.477,11.0,32.0,0.344,36.0,41.0,0.878,9.0,34.0,43.0,29.0,6.0,5.0,10.0,17.0,131.0,,,0.618,0.54,0.364,0.466,23.7,69.4,49.4,69.0,5.8,6.9,8.6,100.0,126.0,120.2,,,14.0,20.0,1.0,5.0,8.0,0.625,12.0,14.0,1.0,3.0,10.0,11.0,10.0,3.0,2.0,3.0,4.0,38.0,35.7,14.0,1.094,1.0,0.667,5.0,25.2,27.4,22.0,44.0,3.9,8.9,38.5,32.2,227.0,128.0,LAL,131,0,2025,2024-11-01,False
240.0,240.0,36.0,82.0,0.439,16.0,52.0,0.308,25.0,28.0,0.893,8.0,36.0,44.0,23.0,4.0,4.0,15.0,17.0,113.0,,,0.599,0.537,0.634,0.341,22.9,83.7,56.4,63.9,4.1,8.2,13.7,100.0,115.5,105.3,,,8.0,17.0,1.0,6.0,13.0,0.5,14.0,17.0,1.0,3.0,7.0,8.0,6.0,1.0,2.0,5.0,3.0,29.0,20.5,11.0,1.046,1.0,1.0,1.167,20.9,38.1,21.9,27.9,3.7,6.6,20.0,35.8,177.0,111.0,BOS,113,0,1,240.0,240.0,40.0,91.0,0.44,17.0,42.0,0.405,6.0,9.0,0.667,7.0,27.0,34.0,24.0,10.0,1.0,13.0,25.0,103.0,,,0.542,0.533,0.462,0.099,16.3,77.1,43.6,60.0,10.2,3.3,12.0,100.0,105.3,115.5,,,15.0,26.0,0.667,6.0,12.0,0.8,2.0,2.0,1.0,4.0,8.0,8.0,6.0,3.0,1.0,6.0,6.0,36.0,24.6,-1.0,1.0,1.0,0.833,0.333,100.0,35.1,59.6,37.6,4.6,5.1,53.2,43.0,178.0,126.0,CHO,103,1,2025,2024-11-02,True
240.0,240.0,40.0,91.0,0.44,17.0,42.0,0.405,6.0,9.0,0.667,7.0,27.0,34.0,24.0,10.0,1.0,13.0,25.0,103.0,,,0.542,0.533,0.462,0.099,16.3,77.1,43.6,60.0,10.2,3.3,12.0,100.0,105.3,115.5,,,15.0,26.0,0.667,6.0,12.0,0.8,2.0,2.0,1.0,4.0,8.0,8.0,6.0,3.0,1.0,6.0,6.0,36.0,24.6,-1.0,1.0,1.0,0.833,0.333,100.0,35.1,59.6,37.6,4.6,5.1,53.2,43.0,178.0,126.0,CHO,103,1,0,240.0,240.0,36.0,82.0,0.439,16.0,52.0,0.308,25.0,28.0,0.893,8.0,36.0,44.0,23.0,4.0,4.0,15.0,17.0,113.0,,,0.599,0.537,0.634,0.341,22.9,83.7,56.4,63.9,4.1,8.2,13.7,100.0,115.5,105.3,,,8.0,17.0,1.0,6.0,13.0,0.5,14.0,17.0,1.0,3.0,7.0,8.0,6.0,1.0,2.0,5.0,3.0,29.0,20.5,11.0,1.046,1.0,1.0,1.167,20.9,38.1,21.9,27.9,3.7,6.6,20.0,35.8,177.0,111.0,BOS,113,0,2025,2024-11-02,False
240.0,240.0,32.0,77.0,0.416,13.0,42.0,0.31,26.0,31.0,0.839,8.0,31.0,39.0,24.0,7.0,8.0,24.0,22.0,103.0,,,0.568,0.5,0.545,0.403,19.5,62.0,42.9,75.0,6.7,11.9,20.9,100.0,98.3,123.2,,,6.0,14.0,0.833,4.0,11.0,1.0,8.0,12.0,1.0,4.0,10.0,14.0,8.0,2.0,5.0,4.0,4.0,18.0,19.9,5.0,0.798,0.833,1.0,2.0,16.0,32.7,25.2,52.5,3.4,12.2,40.0,25.8,141.0,133.0,UTA,103,0,1,240.0,240.0,48.0,99.0,0.485,16.0,32.0,0.5,17.0,23.0,0.739,19.0,33.0,52.0,33.0,14.0,1.0,18.0,25.0,129.0,,,0.591,0.566,0.323,0.232,38.0,80.5,57.1,68.8,13.4,2.9,14.2,100.0,123.2,98.3,,,10.0,18.0,1.0,4.0,6.0,0.75,4.0,4.0,1.0,6.0,11.0,16.0,9.0,5.0,1.0,5.0,5.0,27.0,27.1,31.0,1.0,1.0,0.545,0.6,40.7,54.0,33.5,88.2,21.2,33.2,33.7,31.7,205.0,109.0,DEN,129,1,2025,2024-11-02,False
